,name,obsid,cluster,ra,dec,main_type,QSO,AGN,Seyfert_1,Seyfert_2,HMXB,LMXB,XB,YSO,TTau*,Orion_V*
18,2CXO J000152.9-250222,13394,2,0.4707987425486521,-25.03951411585638,Seyfert_1,0.2935408377536665,0.04114823534477721,0.6516876804075368,0.0059130523988150194,0.007411028678448566,7.613632641683371e-06,5.42759804096439e-06,2.220093532554036e-06,5.734970539760406e-06,0.0002781691220011684
19,2CXO J000209.6+232304,14898,1,0.5403900452759558,23.384524510935595,Seyfert_1,8.638641982898744e-12,6.64989130712433e-07,0.9984078290278021,6.524390467423367e-06,0.0014349321534743752,1.1706866201570714e-15,2.374807939340834e-06,9.433624835741582e-05,1.984531271232858e-08,5.3318528876016535e-05
20,2CXO J000235.4-354552,6973,1,0.6477506361220549,-35.76467319028922,YSO,5.652533889525024e-13,3.5417869516430225e-08,2.020812774307977e-08,6.726254806197165e-05,0.26272805620168826,8.097489866870434e-08,2.492533202077693e-09,0.49609147748888693,0.23074423883317088,0.0103688258341976
21,2CXO J000244.8-355301,6974,4,0.6869340038903147,-35.88375143497054,TTau*,0.0,0.0,0.0,0.0,1.2522081287209018e-05,1.5590252954745966e-31,0.0,0.007944391337655723,0.9917259792274499,0.0003171073536072983
22,2CXO J000246.9-354603,6973,2,0.6957379412567661,-35.76767700977836,HMXB,1.5439214572223413e-08,1.2966858298080162e-05,8.649876839448376e-07,5.527571032327132e-11,0.9968145645146675,0.0029439405912148092,1.912117758954466e-08,0.00022762543095145217,3.5025728939595856e-12,2.9980139592588283e-09
23,2CXO J000255.7-353710,6973,2,0.7322513768582439,-35.619673058875804,YSO,0.01960936252265898,0.16523900002968947,0.00037428402391732424,7.12831059618229e-13,0.04311424121033479,0.24082794779093564,1.7726182968958147e-05,0.5199023316053986,3.5018325431421055e-07,0.010914756450129057
24,2CXO J000301.2+160545,11309,2,0.7550465434597982,16.095952395176745,QSO,0.94886568160204,0.02280794080421489,0.023726708279402823,0.0041095718508866366,0.00047341710862547825,2.8740232103175584e-07,1.6318651474782102e-05,3.172266068009143e-08,5.4627510520205805e-09,3.711562250166974e-08
25,2CXO J000313.3+160827,11309,1,0.8055179086895237,16.14105530654283,Seyfert_1,0.23737783335961068,0.1274451571373441,0.5094740717988914,0.09532536388442142,0.024040551225797457,5.158283927885372e-05,0.006285379069007082,4.2536004212813387e-10,4.126606755388277e-08,1.899422151941504e-08
26,2CXO J000313.6+161956,11309,1,0.8066712598869685,16.332287925765858,AGN,0.001005460450126888,0.7687332311021793,0.13053376156908642,0.09788998132866225,0.00029860837881221707,0.0009802538689002163,0.00047607618039007725,1.571556857181392e-08,8.192821974555704e-05,6.831865284482288e-07
27,2CXO J000316.3+161714,11309,2,0.8179697642329984,16.287439806557025,HMXB,3.558585563909073e-05,0.0004460115549960532,6.84981107067113e-05,3.6217812127428465e-15,0.9988881066116949,0.0005598573942393359,6.278721933401124e-08,1.8776708261097432e-06,1.104792047728691e-19,1.4674515003451258e-11
28,2CXO J000316.6+161345,11309,2,0.8194223971524366,16.22920619299978,Seyfert_2,0.008356131910479157,0.018802200842659805,0.47580921382337205,0.48831071548165245,0.007435983239516648,3.407878894510142e-05,0.0002833805450132636,4.268921481411468e-05,3.5746581324479526e-07,0.0009252486877343555
29,2CXO J000329.1-354446,6973,1,0.8714713539109766,-35.74635325743513,HMXB,0.07630385584374795,0.1500742020015218,0.03701817108255015,0.04744526630934007,0.3527983975240425,0.08875359491049477,0.24716236568174277,0.00018770656332063444,8.397796562971894e-05,0.000172462117609524
30,2CXO J000442.7+725819,3835,2,1.178212619868475,72.97214354820463,HMXB,0.0007882875133692546,0.17962948222831165,0.0004864392126618171,0.00015220619830665397,0.5706279799085324,0.0025171131346398566,0.23477583635001142,0.00027196150690784874,0.002425242145098041,0.008325451802161174
